artist_label_id,x,y,component_id,stable_graph_degree,projection_population,projection_variance_explained_2d,layout_note
ALBL-6fb00601b23592ac5bee90a3557f53be2b8b4a9e01b50bedf6a92a352e1c4d6b,0.33758725,0.37401907,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-71fc091f8fa9a5349caa201a162fd2a9e7fac847ff925da52daae602b7456737,-0.23290831,0.05919184,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-725a8caf4f4132e9734ee50844d011d83670da8006b97d5c112f6e33134115ff,-0.36633270,-0.07609049,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-73c8a1a36223a670dc4911fa645f78397410791c1681cf627e1903abaceeedf8,0.30591180,-0.21477840,1,3,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-758c40daaf5aa99c2bb61b302d6a7e854353d6b58df940ac091ecf62f863018c,0.14525420,0.07510699,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-7623ac04cbb961b36d61bf66b703c428420edf9b13d991e454601fa6c6d792ce,0.93991574,0.27038421,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-7780937cebdf3a7fdf84d6f6de9953c0fd0540f37d1f306578ffeef94a098ca4,0.51805934,-0.09051598,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-792d55b0a19edfc124c50aba34e23dc8797d058ad9d19feb36f247dd21034d18,-0.42893295,-0.60326786,1,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-794d5a373c990e135a5ac3527a23c5c8c9431cb100be6cc02eaab0e303e3160e,-0.01615892,-0.39199950,12,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-7ad638af3a35b7d111f62ea5b56a127ec4dbcf5cd86cc213bda8cd999a257ec9,-0.18313794,0.10205635,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-7ba722009dee968fea666826254e4d7047ee83b9c2b6439061df005b6dfa14bf,0.09834940,0.62089366,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-7d11225e8215022166cdd99505ba4f36a0b1b68bf5f51c1a126237b869768989,0.35062826,0.35795881,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-7e9a60002d7d27bc747175d30b340b7dc85f9fd3a264c05f42b5130737e9af57,0.87353795,0.11703774,6,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-7f3967d3975472e31ce4362dd92a45b49955b2ff273e500482ac5b4118c331c8,0.17882948,0.22131716,2,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-7f9d51b2153da108c09e27e39e0e3563c5aac119a896eeb929e827f8f1bea542,0.05037211,0.10389130,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-800378ed0482ee65717309245d95ab4ddd74395ddce9272aa4a50433bad833f6,-0.23604825,0.10344979,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-803895061e7d1b3ae418c5489b90e87ba8b5ba8c6694f214cd7ef630b40dd204,0.16176593,-0.25476563,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-84fcfdcf1ab20bc4908a76b2515756f6ec5f78984423e012859049c91ef1f807,0.02858475,-0.53470880,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-851b250b2304762b91768b5123950704538062116628ddfaa11d82ce5c5be520,0.07116743,0.14086267,2,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-87844eb828b520c40f25c1c11d6bfe17d5bac7ac4cee3d7db6c8c804e9846918,0.09732468,-0.09286383,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-89fcef5d9b763073e8b54afa5ed7fe58f06329b1fc1223fea93047e30703f75a,-0.08247046,-0.00481226,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-8fe67f1bb9fc285a22c50d0d4d43b33ead424009b4de8dfeab0a3ddddc5c6e1e,-0.28360672,0.85321314,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-9033c77c9bc50aacd1b2d8eb24227fe8142eb884573a498b41f5a89be7f0f5a3,-0.01460742,-0.09655310,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-904fcc2d59908c38ed9f59b6a90b30096342461e51a746e515da335e08b6cf49,-0.23628567,0.18792162,13,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-9058dcff6afd9940ff9cce807bf7bc883fe6f6d183c5e0958cba710bfa814a13,0.42635001,-0.00124509,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-91e7e3cdbb244167ab7bd584a228ec96d1798f373702980135847af0b640afa5,-0.51511003,-0.03434002,3,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-93a39f5d64d4b1cd045f2ea90c301f10cfa84e6cb7474f61bb8f90b8b551a8bb,-0.58549727,0.20636544,4,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-9756ee2b51bd71de0c83766a970f3e1a415810f7477491fbcac8582eb4cb2b32,-0.47821387,0.29618185,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-9a6e97105d9c2dcd37f9aa00e1e58b3712106f810dd58f474ec3d433a911bc18,-0.30156395,0.63796135,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-9b613de436fe8c5d5f656a17086440bfd0951848ec313d090cdaa5d763f706b6,-0.07268652,0.00567668,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-9d041dfe49b31971ca7df1440a31023002ef9bfc53778672e8ebebf429a0563a,0.04200421,-0.06216442,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-9d390795617660745271f543e07d046a1559f59554e1df74ef4dc93d904042f3,0.05074447,0.06775847,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-9dfbe06f93041cb9bf5f5aa68c56ce9379af282b898eed75115c36908988f75d,0.04887480,0.03226614,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-9ec1ed5ae5429ec3c201bc8de841504a2e5b413a06a3aa8a963d94108be06e95,0.40869812,-0.40048059,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-a544a6bae8dc3a039e1a6690236454a235ec489b230bb6188381cf8018131cab,-0.18782048,-0.35959263,1,4,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-a77568795e33c21efc2dfb2618a260e28c13560b0490be94d601be2e0d5f1dba,-0.06554469,0.21354146,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-a93087c6798ab7596000fae7b23bb99f5528ef60d41242c5914dcb12836422cf,0.34161406,-0.10452801,1,4,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-a969c82d8811c619b763ab618ec5363279fb26d32c93efeed133750060e06d93,-0.81997399,0.12077394,3,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-ababccf91bd7eece0e9ec3cd599f803bff89a216bef0cd48537ae90773c5d93f,-0.07903273,-0.10579647,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-ac709d4648f29c1d718b72ec5675ba04f5baeef5fbcc248d1a6661df48b83c94,-0.49429489,0.03276165,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-ad0e4d83b1b91dd8dca2501c10a40db6acf0f405e34f11babd92198f6135a8f4,0.49826537,-0.07954549,14,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-b05b2ef6bdc95c06ba891db690f7d2bd4fbc6bc9b317302a948bc3323352ed89,0.12134824,-0.35680215,1,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-b13d2c09b86f4e5afd7d5e0ed5496d8f08e8c5438ad84a7f3e398ab3d030f5e5,0.22326735,0.19822829,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-b2a691a1a1df18c00b161abfd5f160861921f76fd419e4a473cba62f11a6bdc2,-0.30630420,0.25908842,3,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-b3dec828679c767afa3e13f22a6124b9e70b8f8a07941068f89132a6c497954b,-0.56772935,0.00555108,5,3,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-b47259c0f8ec7dc8b05a94acb2921670b00d27d9b8e2b94848653ffd4aa9c890,-0.28421001,-0.27179576,4,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-b4d84befc7e96dbb8387757e7d31f4727c1237610f3bd1ee0bea968bcd69b253,0.07503100,-0.12710161,12,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-b531a8de7a6d0c34b19b787255885398b63fd4b92d8984404c6d5271f7d268f1,0.47458233,-0.40332096,14,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-b54a07b05128f5872fa2d2cafea41ad88da5df11665216730e41d3f0d57f30ff,-0.40187905,-0.42179666,1,3,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-b63cf1e776045825584819d4a14d194bd5a31d3d26a8b732ba027e3967fb2bac,0.13354678,0.25233984,2,5,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-b6fb9745908a9283df198b367153a16c8346bc5114b5856f9a7ffb412793e6ef,0.19052670,-0.12664421,1,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-b8557601edc484332b5e016a21d4bbb0916313ae828752e757fc70bab4e86dd4,-0.36514642,0.23904119,4,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-b8a81d5882dab810d4dd664ff0c4a3e42ed9210e093bf09047883c9c87030795,-0.54077479,-0.28586607,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-b97bd56b9ca53434dfd6bfe48b6585fffd4ce36eddfbe206e6c90faf56a9d6cd,-0.25787893,-0.36504561,1,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-b9e828d3b8ca5e579e7b8a6233cf2f87100a9347b43e19953a76ef2513129a7e,-0.33390614,-0.14615627,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-bda9bbfa89b0bd940295ad568d84d7283bdc5124046b7dd9e9f71ed328bb0828,0.19393115,-0.29785178,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-bfd7ad7c97808d56342bd0a84bb1be7d9d1b4a221d6d2ad0b5e3f2c5c8605a17,-0.43993380,-0.48175342,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-c1f982b8eb04ff36009623f8516bf6573401da3cbf9ce3a7080b5c95fe25a794,0.53359783,0.35599203,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-c28203421388af56e88d8f0ad4f9f31fd91f1b6e3815ee08511ee620b9046d21,-0.21531803,-0.14515548,15,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-c4f90fc90e0c97b6dbc57501292e9b4898caa889c277d3081e18c242f774cae2,0.72198472,-0.12296043,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-c59769af69edb396aee71a6ad277e7792d6a84c4d990757bf20412b33c8b7e24,0.33873191,0.27825689,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-c848d6a211291771f93cf108b05b8dc3f7b8fa0a009a6e63609a8b46233e27a4,-0.05177917,0.49055838,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-c8913c29ed1bccc83766366e0c593a46aecfcfec350af2ca425ad6fa27b75a61,0.40615206,-0.04051069,2,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-c8b292a6fd797d5864b6f98a4ca3145941af864722740d9be02e52bb5e4d4d14,0.48212905,0.34579759,8,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-cac4dfe45e2a4ea3c8992080944a6e0c1092bbfea9b5a129b6b007d76b168d38,-0.90697312,0.95844942,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-cb7c78d5d00ac7147de7b814ebde9ef47d47e7961b8df535b0628bb71e594071,-0.68618761,0.48833477,3,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-cc48b376ac63f6fea6880e5372265eef198782cb91bad0382c98db1d34af89df,0.03609309,-0.58114596,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-cc5e5e267a45098cd771ea82a20f2b570a5743d6a5716f053f5cb1a8135557ea,0.29120403,0.02264402,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-cccdb653670a48994ebdcb438849469516c1dce56b03656b2018d90c9d7b2309,-0.46948976,0.10754669,3,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-cd62211172109255e518aac9c918feef626c1ec8599caa975e444bfce28c7e28,-0.32705744,0.11300693,5,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-cd9f7aaab55c5ae86a60abdfb037d7af75d0de0443a6fade6adadc7eeab5a80f,-0.20470179,0.07112669,15,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-ce1dbed42e4ffd01b17b35012dd06687b42c427b4423c451dd09eb33b4e346a1,-0.05931151,-0.22497346,1,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-cec5217a1ba6f2e262da20bd31748b0bc5f4f0dcc7dbf9542cd8d69ed4719a82,0.36355482,-0.35642448,1,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-cf2f15a296686c84d839bd68c5e7f9f4aa3c7531a3115b6d11bb4422a06a2037,-0.34152404,-0.25304193,4,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-cf57a8e5d480a0b56c9f5fe5f01fab0e983c707be56f806e05dd881c68e0ca8b,-0.06148079,-0.11722709,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-d13fe9410299857cfceb924ed5d382cb03b8828be0d06b68c0ed1aae716ebc34,0.21858115,0.11544922,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-d5c64a06881af57c8b3bbebdc3498ac503532aca055565c510801f2c4b3c1178,-0.17208448,0.11888182,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-d7a92b911b2c469f9fb85d220c4cc53811a7f280d395332df796bd1660aeeee1,0.14545672,-0.35501321,7,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-d7bb01eb8d746f1f9d0a1c46bb8ab67c980a36f3fbbdf2d4671c7ce7e040539c,0.07191322,0.18681724,2,4,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-d979019ce70ed85f25885322d6573ee2b06fc89d5d3a312f05d0e571d3c1e6b9,0.30808512,-0.04532892,1,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-da9d5eb8de99255ccb4d6af827d525b9756ed63f0144d90067a98ac15e7404e8,-0.40531384,0.41203603,3,5,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-dc8f1d73d2a7e7197ef9aa9abc2f54ad1c65f8c859a130403d44a3acdcbdb9a7,-0.08302473,0.23870652,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-de0f80e3bfa4aad6217752f1c1440d11228188a028dc94fa69b1f787401c2def,-0.84151485,-0.18990994,5,3,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-de2120b6e55092ce5c5aa011967ce8dcfffae11ffbb993f47bdf018134f00676,0.22235502,0.43722579,16,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-df36480d1c39db0bd7c57e8729258ffe1f0e03d719943c6ade41e38e9f4c0dcd,0.21290011,0.25008992,2,2,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-e3629c2151d449562136201f8da51770a96f0b5e1d3ab3324e65c4f2fe40256d,0.49982268,0.76757342,10,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-e36a821d097c02334c1e15e0e35e40107b21fac23a4c1d89fe9b45f1030533c5,-0.06365275,-0.26522629,1,5,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-e40ca6e7685b01b18b567faf579406988813bbc01e8d2aad140f8c9ed0986691,0.33100583,0.79116825,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-e46eba02dd6aeba07ab93fe500e9c0e763b4d30e10187dc7876ef527c9fca822,0.19415563,0.42920667,2,1,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-e60d314b51617b1122c7504e84f6cb188d601755a9f3ed2bf60c18533f42c483,-0.31431348,-0.12934277,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
ALBL-e72e4ade8d97665aa4a2256764cb353dfa64deccf822922b70f06d7ee29f3c94,0.07176822,-0.23581925,0,0,204,0.26195959,"deterministic 2D PCA of consensus primary-plus-sensitivity lyric-repertoire centroids across all eligible labels; near positions approximate semantic proximity, while a retained edge is the stricter stable-neighbour result"
